time,total_trades,wins,losses,win_rate,total_pnl
2026-06-21 20:01:37,0,0,0,0,0
2026-06-21 20:01:40,0,0,0,0,0
2026-06-21 20:01:44,0,0,0,0,0
2026-06-21 20:01:47,0,0,0,0,0
2026-06-21 20:01:50,0,0,0,0,0
2026-06-21 20:01:54,0,0,0,0,0
2026-06-21 20:01:57,0,0,0,0,0
2026-06-21 20:02:00,0,0,0,0,0
2026-06-21 20:02:04,0,0,0,0,0
2026-06-21 20:02:07,0,0,0,0,0
2026-06-21 20:02:10,0,0,0,0,0
2026-06-21 20:02:14,0,0,0,0,0
2026-06-21 20:02:17,0,0,0,0,0
2026-06-21 20:02:20,0,0,0,0,0
2026-06-21 20:02:24,0,0,0,0,0
2026-06-21 20:02:27,0,0,0,0,0
2026-06-21 20:02:31,0,0,0,0,0
2026-06-21 20:02:34,0,0,0,0,0
2026-06-21 20:02:37,0,0,0,0,0
2026-06-21 20:02:41,0,0,0,0,0
2026-06-21 20:02:44,0,0,0,0,0
2026-06-21 20:02:47,0,0,0,0,0
2026-06-21 20:02:51,0,0,0,0,0
2026-06-21 20:02:54,0,0,0,0,0
2026-06-21 20:02:57,0,0,0,0,0
2026-06-21 20:03:01,0,0,0,0,0
2026-06-21 20:03:04,0,0,0,0,0
2026-06-21 20:03:07,0,0,0,0,0
2026-06-21 20:03:11,0,0,0,0,0
2026-06-21 20:03:14,0,0,0,0,0
2026-06-21 20:03:17,0,0,0,0,0
2026-06-21 20:03:21,0,0,0,0,0
2026-06-21 20:03:24,0,0,0,0,0
2026-06-21 20:03:27,0,0,0,0,0
2026-06-21 20:03:31,0,0,0,0,0
2026-06-21 20:03:34,0,0,0,0,0
2026-06-21 20:03:37,0,0,0,0,0
2026-06-21 20:03:41,0,0,0,0,0
2026-06-21 20:03:44,0,0,0,0,0
2026-06-21 20:03:47,0,0,0,0,0
2026-06-21 20:03:51,0,0,0,0,0
2026-06-21 20:03:54,0,0,0,0,0
2026-06-21 20:03:57,0,0,0,0,0
2026-06-21 20:04:01,0,0,0,0,0
2026-06-21 20:04:04,0,0,0,0,0
2026-06-21 20:04:07,0,0,0,0,0
2026-06-21 20:04:11,0,0,0,0,0
2026-06-21 20:04:14,0,0,0,0,0
2026-06-21 20:04:17,0,0,0,0,0
2026-06-21 20:04:21,0,0,0,0,0
2026-06-21 20:04:24,0,0,0,0,0
2026-06-21 20:04:27,0,0,0,0,0
2026-06-21 20:04:31,0,0,0,0,0
2026-06-21 20:04:34,0,0,0,0,0
2026-06-21 20:04:37,0,0,0,0,0
2026-06-21 20:04:41,0,0,0,0,0
2026-06-21 20:04:44,0,0,0,0,0
2026-06-21 20:04:47,0,0,0,0,0
2026-06-21 20:04:51,0,0,0,0,0
2026-06-21 20:04:54,0,0,0,0,0
2026-06-21 20:04:57,0,0,0,0,0
2026-06-21 20:05:02,0,0,0,0,0
2026-06-21 20:05:04,0,0,0,0,0
2026-06-21 20:05:08,0,0,0,0,0
2026-06-21 20:05:11,0,0,0,0,0
2026-06-21 20:05:14,0,0,0,0,0
2026-06-21 20:05:18,0,0,0,0,0
2026-06-21 20:05:21,0,0,0,0,0
2026-06-21 20:05:24,0,0,0,0,0
2026-06-21 20:05:28,0,0,0,0,0
2026-06-21 20:05:31,0,0,0,0,0
2026-06-21 20:05:34,0,0,0,0,0
2026-06-21 20:05:38,0,0,0,0,0
2026-06-21 20:05:41,0,0,0,0,0
2026-06-21 20:05:44,0,0,0,0,0
2026-06-21 20:05:48,0,0,0,0,0
2026-06-21 20:05:51,0,0,0,0,0
2026-06-21 20:05:54,0,0,0,0,0
2026-06-21 20:05:58,0,0,0,0,0
2026-06-21 20:06:01,0,0,0,0,0
2026-06-21 20:06:04,0,0,0,0,0
2026-06-21 20:06:08,0,0,0,0,0
2026-06-21 20:06:11,0,0,0,0,0
2026-06-21 20:06:14,0,0,0,0,0
2026-06-21 20:06:18,0,0,0,0,0
2026-06-21 20:06:21,0,0,0,0,0
2026-06-21 20:06:24,0,0,0,0,0
2026-06-21 20:06:28,0,0,0,0,0
2026-06-21 20:06:31,0,0,0,0,0
2026-06-21 20:06:34,0,0,0,0,0
2026-06-21 20:06:38,0,0,0,0,0
2026-06-21 20:06:41,0,0,0,0,0
2026-06-21 20:06:44,0,0,0,0,0
2026-06-21 20:06:48,0,0,0,0,0
2026-06-21 20:06:51,0,0,0,0,0
2026-06-21 20:06:54,0,0,0,0,0
2026-06-21 20:06:58,0,0,0,0,0
2026-06-21 20:07:01,0,0,0,0,0
2026-06-21 20:07:04,0,0,0,0,0
2026-06-21 20:07:08,0,0,0,0,0
